"검사결과
수입
제조일자","","","","","","",""
"순번
품목명
제조·생산지
중량
세슘
요오드
(유통기한)
판정
(kg)
(기준:100Bq/kg)
(기준:300Bq/kg)","","","","","","",""
"73","종국","오사카부","2017-08-14","31","불검출","불검출","적합"
"74","종국","오사카부","2017-08-15","29","불검출","불검출","적합"
"75","청주","구마모토현","2017-07-21","1,322","불검출","불검출","적합"
"76","캔디류(젤리)","야마가타현","2017-07-08","600","불검출","불검출","적합"
"77","캔디류(사탕)","니가타현","2017-07-06","381","불검출","불검출","적합"
"78","캔디류(젤리)","니가타현","2017-07-08","480","불검출","불검출","적합"
"79","캔디류(젤리)","니가타현","2017-07-06","480","불검출","불검출","적합"
"80","캔디류(젤리)","니가타현","2017-07-10","600","불검출","불검출","적합"
"81","빵류(케이크)","돗토리현","2017-07-29","288","불검출","불검출","적합"
"82","빵류(케이크)","효고현","2017-08-04","581","불검출","불검출","적합"
"83","과자(쿠키)","돗토리현","2017-07-21","196","불검출","불검출","적합"
"84","과자","오사카부","2017-08-01","1,200","불검출","불검출","적합"
