"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 115건","","","","158,545","","",""
"1","유탕면류","이바라키현","2017-07-18","374","불검출","불검출","적합"
"2","혼합음료","도쿄도","2017-06-20","16,546","불검출","불검출","적합"
"3","유탕면류","이바라키현","2017-07-18","1,134","불검출","불검출","적합"
"4","유탕면류","이바라키현","2017-07-18","1,107","불검출","불검출","적합"
"5","과자(쿠키)","도쿠시마현","2017-07-20","288","불검출","불검출","적합"
"6","기타천연착향료","사이타마현","2017-05-03","200","불검출","불검출","적합"
"7","청주","효고현","2017-07-04","216","불검출","불검출","적합"
"8","백설탕","후쿠오카현","2017-05-29","500","불검출","불검출","적합"
"9","청국장","교토부","2017-07-10","173","불검출","불검출","적합"
"10","기타가공품","지바현","2017-06-22","52","불검출","불검출","적합"
"11","청주","효고현","2017-08-03","518","불검출","불검출","적합"
"12","혼합제제","사이타마현","2017-07-31","360","불검출","불검출","적합"
"13","혼합제제","오카야마현","2017-08-02","60","불검출","불검출","적합"
