"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","72","","605,152","","",""
"1","혼합제제","효고현","2016-10-11","100","불검출","불검출","적합"
"2","양조간장","지바현","2016-09-29","126","불검출","불검출","적합"
"3","양조간장","지바현","2016-08-01","170","불검출","불검출","적합"
"4","양조간장","지바현","2016-10-13","106","불검출","불검출","적합"
"5","양조간장","지바현","2016-10-05","253","불검출","불검출","적합"
"6","양조간장","지바현","2016-10-11","544","불검출","불검출","적합"
"7","소스류","지바현","2016-11-02","2,018","불검출","불검출","적합"
"8","혼합제제","도쿄도","2016-11-09","20","불검출","불검출","적합"
"9","탄산음료","오사카부","2016-09-26","300","불검출","불검출","적합"
"10","캔디류(양갱)","아이치현","2016-10-11","648","불검출","불검출","적합"
"11","캔디류(캐러멜)","나라현","2016-11-11","480","불검출","불검출","적합"
"12","캔디류(캐러멜)","나라현","2016-11-11","618","불검출","불검출","적합"
