"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 144건","","","","791,104","","",""
"1","건면","구마모토현","2018-03-27","220","불검출","불검출","적합"
"2","건면","구마모토현","2018-02-09","210","불검출","불검출","적합"
"3","건면","구마모토현","2018-02-07","190","불검출","불검출","적합"
"4","건면","구마모토현","2018-02-22","222","불검출","불검출","적합"
"5","건면","구마모토현","2018-02-20","246","불검출","불검출","적합"
"6","건면","구마모토현","2018-03-13","228","불검출","불검출","적합"
"7","건면","구마모토현","2018-03-13","246","불검출","불검출","적합"
"8","볶은커피","가나가와현","2018-03-19","2,340","불검출","불검출","적합"
"9","볶은커피","아이치현","2018-03-20","1,500","불검출","불검출","적합"
"10","인스턴트커피","오사카부","2017-11-15","173","불검출","불검출","적합"
"11","액상커피","시가현","2018-03-10","18,090","불검출","불검출","적합"
"12","캔디류","후쿠시마현","2018-02-02","441","불검출","불검출","적합"
"13","소스","히로시마현","2018-03-05","450","불검출","불검출","적합"
