"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 122건","","","","216,857","","",""
"1","준초콜릿","오사카부","2017-11-12","520","불검출","불검출","적합"
"2","혼합제제","효고현","2018-03-20","17","불검출","불검출","적합"
"3","혼합제제","나가노현","2018-03-27","1,000","불검출","불검출","적합"
"4","혼합제제","효고현","2018-03-22","17","불검출","불검출","적합"
"5","혼합제제","미에현","2018-03-29","150","불검출","불검출","적합"
"6","혼합제제","효고현","2018-03-23","17","불검출","불검출","적합"
"7","혼합제제","효고현","2018-03-22","17","불검출","불검출","적합"
"8","당류가공품","오카야마현","2018-02-14","16,000","불검출","불검출","적합"
"9","건어포","에히메현","2018-03-16","120","불검출","불검출","적합"
"10","빵류","기후현","2018-03-30","2,117","불검출","불검출","적합"
"11","소스","아이치현","2018-03-22","1,536","불검출","불검출","적합"
"12","탄산음료","오사카부","2018-03-14","3,000","불검출","불검출","적합"
"13","소스","지바현","2018-03-08","6,600","불검출","불검출","적합"
