"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","110","","1
,094,335","","",""
"1","기타가공품","훗카이도","2017-01-12","3,008","불검출","불검출","적합"
"2","유탕면류","이바라키현","2017-01-12","529","불검출","불검출","적합"
"3","소스류","에히메현","2017-01-06","360","불검출","불검출","적합"
"4","과자(웨이퍼)","아이치현","2017-02-02","205","불검출","불검출","적합"
"5","과자(스낵과자)","아이치현","2017-02-02","326","불검출","불검출","적합"
"6","조미된장","훗카이도","2017-01-02","600","불검출","불검출","적합"
"7","유탕면류","이바라키현","2017-01-12","224","불검출","불검출","적합"
"8","유탕면류","이바라키현","2017-01-12","590","불검출","불검출","적합"
"9","소스류","가나가와현","2017-01-23","1,671","불검출","불검출","적합"
"10","소스류","가나가와현","2017-01-20","215","불검출","불검출","적합"
"11","소스류","가나가와현","2017-01-23","245","불검출","불검출","적합"
"12","소스류","가나가와현","2017-01-19","761","불검출","불검출","적합"
