"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","120","","186,120","","",""
"1","가공유지","오사카부","2016-11-08","405","불검출","불검출","적합"
"2","커피/건조","에티오피아","2016-03-17","6,000","불검출","불검출","적합"
"3","커피/건조","브라질","2014-11-14","8,850","불검출","불검출","적합"
"4","소스류","교토부","2017-01-21","1,700","불검출","불검출","적합"
"5","소스류","교토부","2017-01-21","120","불검출","불검출","적합"
"6","소스류","교토부","2017-01-11","35","불검출","불검출","적합"
"7","소스류","교토부","2017-01-18","19","불검출","불검출","적합"
"8","소스류","교토부","2017-01-21","2,921","불검출","불검출","적합"
"9","소스류","교토부","2017-01-21","4,920","불검출","불검출","적합"
"10","소스류","교토부","2016-12-28","3,891","불검출","불검출","적합"
"11","소스류","교토부","2017-01-14","2,394","불검출","불검출","적합"
"12","소스류","교토부","2016-11-10","639","불검출","불검출","적합"
