"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"47","위스키","오사카부","2016-12-19","454","불검출","불검출","적합"
"48","캔디류(사탕)","아이치현","2017-01-16","116","불검출","불검출","적합"
"49","드레싱","시즈오카현","2016-12-14","144","불검출","불검출","적합"
"50","드레싱","후쿠시마현","2017-01-11","320","불검출","불검출","적합"
"51","캔디류(사탕)","아이치현","2017-01-11","224","불검출","불검출","적합"
"52","캔디류(사탕)","아이치현","2017-01-12","157","불검출","불검출","적합"
"53","향신료조제품(고추
냉이가공품)","도쿄도","2017-02-03","500","불검출","불검출","적합"
"54","카르복시메틸셀룰
로오스나트륨","시마네현","2016-12-08","2,000","불검출","불검출","적합"
"55","양조간장","지바현","2017-01-12","6,072","불검출","불검출","적합"
"56","참기름","가가와현","2016-09-19","1,650","불검출","불검출","적합"
"57","양조간장","지바현","2017-01-19","5,950","불검출","불검출","적합"
"58","소스류","지바현","2017-01-06","762","불검출","불검출","적합"
"59","양조간장","지바현","2017-01-10","255","불검출","불검출","적합"
"60","소스류","지바현","2017-01-17","3,674","불검출","불검출","적합"
"61","당류가공품","지바현","2016-12-22","248","불검출","불검출","적합"
"62","당류가공품","지바현","2016-12-28","61","불검출","불검출","적합"
"63","당류가공품","지바현","2016-12-15","61","불검출","불검출","적합"
"64","청주","이바라키현","2017-01-12","6,097","불검출","불검출","적합"
"65","개별인정형건강기능식품","에히메현","2017-01-19","90","불검출","불검출","적합"
"66","기타천연착향료","오사카부","2017-01-23","75","불검출","불검출","적합"
"67","과자(스낵과자)","니가타현","2017-01-10","480","불검출","불검출","적합"
"68","과자(스낵과자)","니가타현","2017-01-11","312","불검출","불검출","적합"
"69","기타천연착향료","히로시마현","2017-01-17","180","불검출","불검출","적합"
"70","혼합제제","사이타마현","2017-01-26","36","불검출","불검출","적합"
"71","소스류","히로시마현","2017-01-13","1,260","불검출","불검출","적합"
"72","된장","훗카이도","2017-01-07","800","불검출","불검출","적합"
"73","당류가공품","교토부","2017-01-23","130","불검출","불검출","적합"
"74","혼합제제","사이타마현","2017-01-30","108","불검출","불검출","적합"
"75","혼합제제","사이타마현","2017-01-10","32","불검출","불검출","적합"
"76","혼합제제","사이타마현","2017-01-26","56","불검출","불검출","적합"
"77","맥주","후쿠오카현","2017-01-06","69,180","불검출","불검출","적합"
"78","혼합제제","오사카부","2017-02-02","25","불검출","불검출","적합"
"79","기타가공품","효고현","2017-01-10","250","불검출","불검출","적합"
"80","혼합제제","오사카부","2017-01-30","34","불검출","불검출","적합"
