"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","108,205","-","-","-"
"1","활우렁쉥이","홋카이도","2016-11-21","7,000","불검출","불검출","적합"
"2","활가리비","홋카이도","2016-11-21","6,764","불검출","불검출","적합"
"3","활가리비","홋카이도","2016-11-21","6,964","불검출","불검출","적합"
"4","냉동갈치","오이타현","2016-11-21","785","불검출","불검출","적합"
"5","냉장명태","홋카이도","2016-11-21","370","불검출","불검출","적합"
"6","냉장명태","홋카이도","2016-11-21","3,500","불검출","불검출","적합"
"7","냉장대구","홋카이도","2016-11-21","400","불검출","불검출","적합"
"8","냉장갈치","후쿠오카현","2016-11-21","445","불검출","불검출","적합"
"9","냉장홍어","홋카이도","2016-11-21","4,492","불검출","불검출","적합"
"10","냉장홍어","홋카이도","2016-11-21","1,299","불검출","불검출","적합"
"11","냉장명태","홋카이도","2016-11-21","4,710","불검출","불검출","적합"
"12","냉장돔(황돔)","야마구치현","2016-11-21","155","불검출","불검출","적합"
"13","냉장민어(수조기)","야마구치현","2016-11-21","70","불검출","불검출","적합"
"14","냉장가오리","야마구치현","2016-11-21","40","불검출","불검출","적합"
"15","냉장홍어","홋카이도","2016-11-21","1,777","불검출","불검출","적합"
"16","냉장갈치","후쿠오카현","2016-11-21","560","불검출","불검출","적합"
