"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 74건","","","","293,375","","",""
"1","기타가공품","이바라키현","2018-03-20","14,400","불검출","불검출","적합"
"2","기타가공품","이바라키현","2018-03-13","8,100","불검출","불검출","적합"
"3","소스","에히메현","2018-03-24","2,920","불검출","불검출","적합"
"4","혼합제제","효고현","2018-03-22","300","불검출","불검출","적합"
"5","혼합제제","시즈오카현","2018-03-22","1,000","불검출","불검출","적합"
"6","절임식품","미야자키현","2018-03-26","560","불검출","불검출","적합"
"7","혼합제제","시즈오카현","2018-03-27","500","불검출","불검출","적합"
"8","초콜릿가공품","오사카부","2018-03-01","620","불검출","불검출","적합"
"9","유탕면","후쿠오카현","2018-02-27","139","불검출","불검출","적합"
"10","소스","지바현","2018-02-06","360","불검출","불검출","적합"
"11","유탕면","후쿠오카현","2018-02-18","146","불검출","불검출","적합"
"12","액상차","기후현","2018-02-08","666","불검출","불검출","적합"
"13","액상차","기후현","2018-02-09","684","불검출","불검출","적합"
