"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 95건","","","","777,468","","",""
"1","과실주","가나가와현","2018-02-16","1,500","불검출","불검출","적합"
"2","과실주","가나가와현","2018-02-23","1,000","불검출","불검출","적합"
"3","과자","아이치현","2018-03-07","626","불검출","불검출","적합"
"4","가공두부","오사카부","2018-03-16","4,880","불검출","불검출","적합"
"5","가공두부","오사카부","2018-03-16","5,200","불검출","불검출","적합"
"6","혼합제제","고치현","2018-04-05","600","불검출","불검출","적합"
"7","소스","에히메현","2018-03-22","5,424","불검출","불검출","적합"
"8","혼합제제","효고현","2018-03-22","34","불검출","불검출","적합"
"9","혼합제제","효고현","2018-03-22","34","불검출","불검출","적합"
"10","탄산수소암모늄","도야마현","2018-03-07","18,000","불검출","불검출","적합"
"11","인스턴트커피","오사카부","2018-02-26","31","불검출","불검출","적합"
"12","볶은커피","효고현","2018-02-28","53","불검출","불검출","적합"
"13","볶은커피","효고현","2018-02-10","106","불검출","불검출","적합"
