"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 81건","","","","537,246","","",""
"1","소스류","에히메현","2017-04-19","432","불검출","불검출","적합"
"2","소스류","구마모토현","2017-09-22","518","불검출","불검출","적합"
"3","액상차","시가현","2017-09-11","4,320","불검출","불검출","적합"
"4","액상차","시가현","2017-09-01","10,800","불검출","불검출","적합"
"5","탄산음료","오사카부","2017-10-02","720","불검출","불검출","적합"
"6","탄산음료","오사카부","2017-10-02","900","불검출","불검출","적합"
"7","탄산음료","오사카부","2017-10-06","4,800","불검출","불검출","적합"
"8","과자(쿠키)","니가타현","2017-10-06","86","불검출","불검출","적합"
"9","과자(한과류)","나가노현","2017-09-28","828","불검출","불검출","적합"
"10","과자(스낵과자)","이바라키현","2017-10-10","315","불검출","불검출","적합"
"11","금박","이시카와현","2017-10-04","1","불검출","불검출","적합"
"12","초콜릿가공품","훗카이도","2017-09-12","938","불검출","불검출","적합"
"13","즉석조리식품","가가와현","2017-08-26","4,992","불검출","불검출","적합"
