"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","39","","263,541","","",""
"1","청주","고치현","2016-06-28","130","불검출","불검출","적합"
"2","과자(비스킷)","아이치현","2016-06-10","227","불검출","불검출","적합"
"3","과자(스낵과자)","이바라키현","2016-07-11","2,070","불검출","불검출","적합"
"4","건어포류","에히메현","2016-07-11","280","불검출","불검출","적합"
"5","소스류","훗카이도","2016-07-04","1,104","불검출","불검출","적합"
"6","과자(스낵과자)","니가타현","2016-06-27","138","불검출","불검출","적합"
"7","양조간장","아이치현","2016-06-20","216","불검출","불검출","적합"
"8","유탕면류","ETC","2016-06-23","100","불검출","불검출","적합"
"9","청주","미에현","2016-07-01","173","불검출","불검출","적합"
"10","글리세린지방산에
스테르","미에현","2016-03-10","320","불검출","불검출","적합"
"11","액상차","도쿄도","2016-06-19","720","불검출","불검출","적합"
"12","과자(스낵과자)","이바라키현","2016-07-11","639","불검출","불검출","적합"
