"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 80건","","","","522,259","","",""
"1","캔디류(사탕)","아이치현","2017-08-16","346","불검출","불검출","적합"
"2","소스류","지바현","2017-07-07","619","불검출","불검출","적합"
"3","자당지방산에스테르","시가현","2017-08-08","10,000","불검출","불검출","적합"
"4","자당지방산에스테르","시가현","2017-07-17","5,000","불검출","불검출","적합"
"5","자당지방산에스테르","시가현","2017-06-23","300","불검출","불검출","적합"
"6","혼합제제","도쿄도","2017-08-03","25","불검출","불검출","적합"
"7","맥주","후쿠오카현","2017-07-25","408,768","불검출","불검출","적합"
"8","즉석조리식품","아이치현","2017-08-28","129","불검출","불검출","적합"
"9","혼합제제","오사카부","2017-08-29","15","불검출","불검출","적합"
"10","혼합제제","오사카부","2017-08-29","10","불검출","불검출","적합"
"11","과자(스낵과자)","이바라키현","2017-07-24","840","불검출","불검출","적합"
"12","과자(스낵과자)","이바라키현","2017-07-11","420","불검출","불검출","적합"
"13","과자(스낵과자)","이바라키현","2017-08-03","900","불검출","불검출","적합"
