"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:100Bq/kg)","",""
"총 81건","","","","468,470","","",""
"1","어묵","시마네현","2019-03-17","806","불검출","불검출","적합"
"2","혼합제제","히로시마현","2019-07-03","150","불검출","불검출","적합"
"3","고형차","오사카부","2019-04-08","30","불검출","불검출","적합"
"4","혼합제제","효고현","2019-07-19","15","불검출","불검출","적합"
"5","빵류","나가노현","2019-06-19","306","불검출","불검출","적합"
"6","어묵","시마네현","2019-05-17","2,352","불검출","불검출","적합"
"7","어묵","시마네현","2019-07-02","180","불검출","불검출","적합"
"8","어묵","시마네현","2019-03-02","1,940","불검출","불검출","적합"
"9","어묵","시마네현","2019-03-02","50","불검출","불검출","적합"
"10","어묵","시마네현","2019-05-17","1,200","불검출","불검출","적합"
"11","어묵","시마네현","2019-05-02","900","불검출","불검출","적합"
"12","어묵","시마네현","2019-04-02","4,134","불검출","불검출","적합"
"13","과자","니가타현","2019-07-08","525","불검출","불검출","적합"
"14","소스","히로시마현","2019-07-02","270","불검출","불검출","적합"
"15","소스","히로시마현","2019-07-03","540","불검출","불검출","적합"
