"순번","품목명","제조·생산지","제조일자
(유통기한)","수입
중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"47","탄산음료","오사카부","2017-10-03","900","불검출","불검출","적합"
"48","볶은커피","지바현","2017-10-06","200","불검출","불검출","적합"
"49","볶은커피","지바현","2017-10-17","104","불검출","불검출","적합"
"50","볶은커피","지바현","2017-10-19","400","불검출","불검출","적합"
"51","볶은커피","지바현","2017-10-11","200","불검출","불검출","적합"
"52","볶은커피","지바현","2017-10-20","94","불검출","불검출","적합"
"53","볶은커피","지바현","2017-10-05","104","불검출","불검출","적합"
"54","볶은커피","아이치현","2017-09-20","40","불검출","불검출","적합"
"55","볶은커피","지바현","2017-10-11","200","불검출","불검출","적합"
"56","볶은커피","지바현","2017-10-04","200","불검출","불검출","적합"
"57","볶은커피","지바현","2017-10-20","800","불검출","불검출","적합"
"58","피로인산제이철","도쿠시마현","2017-10-19","50","불검출","불검출","적합"
"59","혼합제제","이바라키현","2017-10-13","15","불검출","불검출","적합"
"60","혼합제제","도쿄도","2017-10-06","100","불검출","불검출","적합"
"61","글루콘산동","도쿠시마현","2017-09-15","30","불검출","불검출","적합"
"62","글루콘산아연","도쿠시마현","2017-06-06","300","불검출","불검출","적합"
"63","혼합제제","이바라키현","2017-10-24","100","불검출","불검출","적합"
"64","혼합제제","히로시마현","2017-10-12","180","불검출","불검출","적합"
"65","기타천연착향료","이바라키현","2017-10-04","200","불검출","불검출","적합"
"66","혼합제제","시즈오카현","2017-10-20","700","불검출","불검출","적합"
"67","혼합제제","도쿄도","2017-10-17","50","불검출","불검출","적합"
"68","혼합제제","히로시마현","2017-10-23","720","불검출","불검출","적합"
"69","소스류","구마모토현","2017-10-14","66","불검출","불검출","적합"
"70","과자(스낵과자)","기후현","2017-10-23","1,380","불검출","불검출","적합"
"71","혼합제제","오카야마현","2017-10-24","105","불검출","불검출","적합"
"72","냉면","가가와현","2017-10-30","7,038","불검출","불검출","적합"
"73","냉면","가가와현","2017-10-30","540","불검출","불검출","적합"
"74","소스류","나가사키현","2017-09-20","1,254","불검출","불검출","적합"
"75","소스류","나가사키현","2017-10-12","3,011","불검출","불검출","적합"
"76","소스류","나가사키현","2017-10-04","648","불검출","불검출","적합"
"77","혼합장","나가사키현","2017-10-19","580","불검출","불검출","적합"
"78","소스류","나가사키현","2017-10-14","1,242","불검출","불검출","적합"
"79","혼합제제","효고현","2017-11-06","70","불검출","불검출","적합"
