"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 135건","","","","303,316","","",""
"1","준초콜릿","가나가와현","2017-10-10","692","불검출","불검출","적합"
"2","소스","지바현","2017-08-29","33","불검출","불검출","적합"
"3","과자(쿠키)","군마현","2017-10-04","249","불검출","불검출","적합"
"4","당류가공품","시즈오카현","2017-10-10","176","불검출","불검출","적합"
"5","기타코코아가공품","이바라키현","2017-09-11","56","불검출","불검출","적합"
"6","캔디류(캐러멜)","군마현","2017-10-05","952","불검출","불검출","적합"
"7","조미된장","나가노현","2017-10-14","6,300","불검출","불검출","적합"
"8","캔디류(사탕)","미에현","2017-10-05","422","불검출","불검출","적합"
"9","과자(스낵과자)","니가타현","2017-10-29","204","불검출","불검출","적합"
"10","혼합제제","시즈오카현","2017-10-06","1,850","불검출","불검출","적합"
"11","캔디류(사탕)","미에현","2017-10-13","845","불검출","불검출","적합"
"12","과자(스낵과자)","니가타현","2017-10-31","208","불검출","불검출","적합"
"13","과자(쿠키)","아이치현","2017-10-17","78","불검출","불검출","적합"
