"순번","품목명","제조·생산지","제조일자
(유통기한)","수입
중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:100Bq/kg)","판정"
"85","소스","교토부","2019-03-25","3,275","불검출","불검출","적합"
"86","향신료조제품","기후현","2018-12-26","5","불검출","불검출","적합"
"87","향신료조제품","기후현","2019-01-23","5","불검출","불검출","적합"
"88","소스","교토부","2019-03-20","3,300","불검출","불검출","적합"
"89","소스","교토부","2019-03-25","2,394","불검출","불검출","적합"
"90","맥주","후쿠오카현","2019-03-20","86,575","불검출","불검출","적합"
"91","캔디류","지바현","2019-04-09","116","불검출","불검출","적합"
"92","캔디류","지바현","2019-04-09","116","불검출","불검출","적합"
"93","캔디류","지바현","2019-04-09","114","불검출","불검출","적합"
"94","맥주","후쿠오카현","2019-03-28","383,220","불검출","불검출","적합"
"95","캔디류","지바현","2019-04-09","93","불검출","불검출","적합"
"96","캔디류","지바현","2019-04-03","93","불검출","불검출","적합"
"97","캔디류","지바현","2019-03-06","46","불검출","불검출","적합"
"98","캔디류","지바현","2019-03-20","42","불검출","불검출","적합"
"99","카레(커리)","시즈오카현","2019-02-05","207","불검출","불검출","적합"
"100","캔디류","지바현","2019-04-09","93","불검출","불검출","적합"
"101","향신료조제품","나가노현","2019-02-15","215","불검출","불검출","적합"
"102","카레(커리)","시즈오카현","2019-02-06","207","불검출","불검출","적합"
"103","혼합제제","오사카부","2019-04-09","250","불검출","불검출","적합"
"104","청주","나라현","2019-04-02","86","불검출","불검출","적합"
"105","청주","나라현","2019-04-03","533","불검출","불검출","적합"
"106","혼합제제","효고현","2019-04-15","17","불검출","불검출","적합"
"107","혼합제제","효고현","2019-04-15","17","불검출","불검출","적합"
"108","혼합제제","효고현","2019-04-04","17","불검출","불검출","적합"
"109","혼합제제","효고현","2019-04-04","51","불검출","불검출","적합"
"110","혼합제제","효고현","2019-04-15","17","불검출","불검출","적합"
"111","혼합제제","오카야마현","2019-04-15","2,000","불검출","불검출","적합"
"112","비타민B1","오키나와현","2019-03-29","30","불검출","불검출","적합"
"113","비타민B1","오키나와현","2019-03-29","30","불검출","불검출","적합"
"114","맥주","오이타현","2019-03-11","4,000","불검출","불검출","적합"
"115","맥주","오이타현","2019-04-01","10,760","불검출","불검출","적합"
"116","양조간장","효고현","2019-03-13","540","불검출","불검출","적합"
"117","양조간장","지바현","2019-03-20","2,340","불검출","불검출","적합"
"118","양조간장","지바현","2019-04-04","7,740","불검출","불검출","적합"
"119","된장","히로시마현","2019-04-01","100","불검출","불검출","적합"
