"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:100Bq/kg)","",""
"총 170건","","","","421,331","","",""
"1","혼합제제","군마현","2019-03-26","10","불검출","불검출","적합"
"2","곤약감자추출물
(원료성)","나가노현","2019-01-21","22","불검출","불검출","적합"
"3","기타가공품","이바라키현","2019-04-02","18,000","불검출","불검출","적합"
"4","기타가공품","이바라키현","2019-04-01","3,600","불검출","불검출","적합"
"5","액상커피","군마현","2018-10-04","32,400","불검출","불검출","적합"
"6","과자","사이타마현","2018-11-06","2,512","불검출","불검출","적합"
"7","혼합제제","오카야마현","2019-04-09","104","불검출","불검출","적합"
"8","혼합제제","오카야마현","2019-04-09","160","불검출","불검출","적합"
"9","액상차","미야자키현","2019-02-22","3,150","불검출","불검출","적합"
"10","과·채가공품","니가타현","2019-03-10","301","불검출","불검출","적합"
"11","염화마그네슘","오카야마현","2019-04-09","17,000","불검출","불검출","적합"
"12","절임식품","도치기현","2019-04-06","16","불검출","불검출","적합"
"13","절임식품","도쿄도","2019-04-06","88","불검출","불검출","적합"
