"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:100Bq/kg)","",""
"총 180건","","","","869,478","","",""
"1","스피루리나(원료성)","오키나와현","2018-05-11","1,007","불검출","불검출","적합"
"2","소스","교토부","2019-03-27","1,905","불검출","불검출","적합"
"3","소스","교토부","2019-04-01","7,205","불검출","불검출","적합"
"4","소스","교토부","2019-04-02","2,286","불검출","불검출","적합"
"5","소스","교토부","2019-03-29","252","불검출","불검출","적합"
"6","당류가공품","교토부","2019-03-18","47","불검출","불검출","적합"
"7","소스","교토부","2019-04-02","4,945","불검출","불검출","적합"
"8","소스","교토부","2019-02-27","30","불검출","불검출","적합"
"9","소스","교토부","2019-02-15","1,115","불검출","불검출","적합"
"10","소스","교토부","2019-02-13","1,953","불검출","불검출","적합"
"11","소스","교토부","2019-03-12","52","불검출","불검출","적합"
"12","소스","교토부","2019-03-20","35","불검출","불검출","적합"
"13","소스","교토부","2019-04-03","33","불검출","불검출","적합"
"14","개별인정형
건강기능식품","미야기현","2019-02-19","8","불검출","불검출","적합"
