"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:100Bq/kg)","",""
"총 150건","","","","672,050","","",""
"1","카레(커리)","니가타현","2019-03-12","1,320","불검출","불검출","적합"
"2","기타가공품","시즈오카현","2019-01-30","27","불검출","불검출","적합"
"3","과자","니가타현","2019-03-11","75","불검출","불검출","적합"
"4","과자","니가타현","2019-03-29","151","불검출","불검출","적합"
"5","과자","도쿄도","2019-04-01","198","불검출","불검출","적합"
"6","캔디류","아이치현","2019-04-04","3,024","불검출","불검출","적합"
"7","캔디류","아이치현","2019-04-04","2,592","불검출","불검출","적합"
"8","과자","아이치현","2019-04-09","990","불검출","불검출","적합"
"9","과자","니가타현","2019-04-04","86","불검출","불검출","적합"
"10","소스","지바현","2019-03-25","6,102","불검출","불검출","적합"
"11","과자","야마가타현","2019-04-01","31","불검출","불검출","적합"
"12","과자","니가타현","2019-04-03","420","불검출","불검출","적합"
"13","과자","아이치현","2019-04-09","930","불검출","불검출","적합"
"14","과자","훗카이도","2019-03-28","110","불검출","불검출","적합"
"15","소스","이바라키현","2018-12-12","768","불검출","불검출","적합"
