"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","98","","686,645","","",""
"1","볶은커피","미에현","2016-11-07","126","불검출","불검출","적합"
"2","복합조미식품","에히메현","2017-01-10","600","불검출","불검출","적합"
"3","조미건어포류","사가현","2017-01-06","14","불검출","불검출","적합"
"4","즉석조리식품","가나가와현","2017-01-14","5,062","불검출","불검출","적합"
"5","혼합제제","히로시마현","2016-12-07","180","불검출","불검출","적합"
"6","기타주류","야마나시현","2017-01-13","1,874","불검출","불검출","적합"
"7","청주","니가타현","2016-12-08","108","불검출","불검출","적합"
"8","청주","사가현","2016-03-01","86","불검출","불검출","적합"
"9","조미건어포류","사가현","2017-01-06","12","불검출","불검출","적합"
"10","향신료조제품(고추
냉이가공품)","사이타마현","2016-12-15","1,890","불검출","불검출","적합"
"11","트랜스글루타미나아제","가나가와현","2016-11-13","30","불검출","불검출","적합"
"12","혼합제제","미에현","2016-12-22","96","불검출","불검출","적합"
