"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","55,921","-","-","-"
"1","활우렁쉥이","홋카이도","2017-01-26","8,000","불검출","불검출","적합"
"2","활우렁쉥이","홋카이도","2017-01-26","5,140","불검출","불검출","적합"
"3","냉장대구","홋카이도","2017-01-26","2,450","불검출","불검출","적합"
"4","활가리비","홋카이도","2017-01-26","1,100","불검출","불검출","적합"
"5","활우렁쉥이","홋카이도","2017-01-26","5,024","불검출","불검출","적합"
"6","활가리비","홋카이도","2017-01-26","8,244","불검출","불검출","적합"
"7","활우렁쉥이","홋카이도","2017-01-26","8,992","불검출","불검출","적합"
"8","활가리비","홋카이도","2017-01-26","7,416","불검출","불검출","적합"
"9","활우렁쉥이","홋카이도","2017-01-26","4,722","불검출","불검출","적합"
"10","활우렁쉥이","홋카이도","2017-01-26","3,993","불검출","불검출","적합"
"11","활게(참게)","후쿠오카현","2017-01-26","840","불검출","불검출","적합"
