"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"17","냉장돔(참돔)","야마구치현","2016-08-31","510","불검출","불검출","적합"
"18","냉장돔(황돔)","야마구치현","2016-08-31","220","불검출","불검출","적합"
"19","냉동다랑어
(눈다랑어,목살)","태평양","2016-08-31","1,620","불검출","불검출","적합"
"20","냉장명태","홋카이도","2016-08-31","998","불검출","불검출","적합"
"21","활가리비","홋카이도","2016-08-31","6,928","불검출","불검출","적합"
"22","활우렁쉥이","홋카이도","2016-08-31","7,432","불검출","불검출","적합"
"23","활가리비","홋카이도","2016-08-31","6,966","불검출","불검출","적합"
"24","활우렁쉥이","홋카이도","2016-08-31","8,935","불검출","불검출","적합"
"25","활장어(먹장어)","나가사키현","2016-08-31","1,609","불검출","불검출","적합"
"26","활새우(보리새우)","구마모토현","2016-08-31","100","불검출","불검출","적합"
"27","활우렁쉥이","홋카이도","2016-08-31","8,279","불검출","불검출","적합"
