"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","71,601","-","-","-"
"1","마른다랑어
(가다랑어,훈제)","가고시마현","2016-08-31","10,800","불검출","불검출","적합"
"2","냉동새치
(황새치,목살,횟감)","태평양","2016-08-31","194","불검출","불검출","적합"
"3","냉동다랑어
(참다랑어,F,횟감)","대서양","2016-08-31","101","불검출","불검출","적합"
"4","냉동다랑어
(눈다랑어,F,횟감)","태평양","2016-08-31","259","불검출","불검출","적합"
"5","냉동다랑어
(눈다랑어,목살)","대서양","2016-08-31","769","불검출","불검출","적합"
"6","냉동다랑어
(눈다랑어,F,횟감)","대서양","2016-08-31","1,093","불검출","불검출","적합"
"7","냉동다랑어
(황다랑어,F,횟감)","대서양","2016-08-31","978","불검출","불검출","적합"
"8","냉장명태","홋카이도","2016-08-31","4,396","불검출","불검출","적합"
"9","냉장돔(참돔)","야마구치현","2016-08-31","240","불검출","불검출","적합"
"10","냉장돔(황돔)","야마구치현","2016-08-31","120","불검출","불검출","적합"
"11","냉장홍어","야마구치현","2016-08-31","110","불검출","불검출","적합"
"12","냉장홍어","홋카이도","2016-08-31","5,430","불검출","불검출","적합"
"13","냉장돔(참돔)","야마구치현","2016-08-31","2,455","불검출","불검출","적합"
"14","냉장돔(황돔)","야마구치현","2016-08-31","495","불검출","불검출","적합"
"15","냉장명태","홋카이도","2016-08-31","288","불검출","불검출","적합"
"16","냉장명태","홋카이도","2016-08-31","276","불검출","불검출","적합"
