"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 160건","","","","1,076,667","","",""
"1","캔디류","미에현","2018-04-23","338","불검출","불검출","적합"
"2","소스","도치기현","2018-04-15","180","불검출","불검출","적합"
"3","밀크초콜릿","가나가와현","2018-04-02","778","불검출","불검출","적합"
"4","캔디류","아이치현","2018-04-13","864","불검출","불검출","적합"
"5","과자","도쿠시마현","2018-04-05","700","불검출","불검출","적합"
"6","과자","도쿠시마현","2018-04-04","525","불검출","불검출","적합"
"7","소스","에히메현","2018-04-23","2,400","불검출","불검출","적합"
"8","소스","에히메현","2018-03-23","1,440","불검출","불검출","적합"
"9","향신료조제품","사이타마현","2018-04-23","90","불검출","불검출","적합"
"10","청주","나라현","2018-04-25","432","불검출","불검출","적합"
"11","즉석조리식품","나가노현","2018-02-13","46","불검출","불검출","적합"
"12","즉석조리식품","나가노현","2018-03-05","39","불검출","불검출","적합"
"13","조림류","나가노현","2018-03-12","33","불검출","불검출","적합"
"14","조림류","나가노현","2018-01-30","18","불검출","불검출","적합"
"15","즉석조리식품","나가노현","2018-02-27","46","불검출","불검출","적합"
