"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:100Bq/kg)","",""
"총 82건","","","","370,715","","",""
"1","청주","효고현","2019-04-16","1,037","불검출","불검출","적합"
"2","청주","효고현","2019-06-28","840","불검출","불검출","적합"
"3","청주","효고현","2019-05-24","1,400","불검출","불검출","적합"
"4","액상차","와카야마현","2019-06-11","4,147","불검출","불검출","적합"
"5","액상차","효고현","2019-05-18","4,032","불검출","불검출","적합"
"6","액상차","효고현","2019-06-14","4,032","불검출","불검출","적합"
"7","청주","이와테현","2019-03-13","829","불검출","불검출","적합"
"8","과자","이바라키현","2019-06-19","486","불검출","불검출","적합"
"9","소스","히로시마현","2019-06-12","180","불검출","불검출","적합"
"10","탄산음료","히로시마현","2019-06-13","120","불검출","불검출","적합"
"11","탄산음료","히로시마현","2019-05-22","300","불검출","불검출","적합"
"12","탄산음료","히로시마현","2019-05-23","300","불검출","불검출","적합"
"13","소스","사가현","2019-06-07","72","불검출","불검출","적합"
"14","건면","나가노현","2019-05-15","450","불검출","불검출","적합"
"15","과자","이바라키현","2019-06-17","65","불검출","불검출","적합"
