"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","활가리비","홋카이도","2019-07-31","6,924","불검출","불검출","적합"
"2","냉장명태","홋카이도","2019-07-31","480","불검출","불검출","적합"
"3","냉장명태","홋카이도","2019-07-31","688","불검출","불검출","적합"
"4","냉장홍어","홋카이도","2019-07-31","4,002","불검출","불검출","적합"
"5","활돔(참돔)","에히메현","2019-07-31","5,059","불검출","불검출","적합"
"6","냉장홍어","홋카이도","2019-07-31","6,115","불검출","불검출","적합"
"7","냉동돔(황돔)","야마구치현","2019-07-31","2,345","불검출","불검출","적합"
"8","활돔(참돔)","에히메현","2019-07-31","12,438","불검출","불검출","적합"
"9","냉장명태","홋카이도","2019-07-31","324","불검출","불검출","적합"
"10","활우렁쉥이","홋카이도","2019-07-31","5,968","불검출","불검출","적합"
"11","활돔(참돔)","에히메현","2019-07-31","7,347","불검출","불검출","적합"
"12","활우렁쉥이","홋카이도","2019-07-31","6,428","불검출","불검출","적합"
"13","활바리(능성어)","에히메현","2019-07-31","757","불검출","불검출","적합"
"14","활장어(먹장어)","후쿠오카현","2019-07-31","1,310","불검출","불검출","적합"
"15","활가리비","홋카이도","2019-07-31","6,976","불검출","불검출","적합"
"16","활바리(능성어)","에히메현","2019-07-31","1,066","불검출","불검출","적합"
"17","냉동가오리","야마구치현","2019-07-31","2,485","불검출","불검출","적합"
"18","냉장명태","홋카이도","2019-07-31","672","불검출","불검출","적합"
"19","활돔(참돔)","에히메현","2019-07-31","1,853","불검출","불검출","적합"
"합계","","-","-","73,237","-","-","-"
