"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 112건","","","","510,533","","",""
"1","기타장류","나가사키현","2019-03-19","660","불검출","불검출","적합"
"2","소스","오이타현","2019-03-05","120","불검출","불검출","적합"
"3","복합조미식품","후쿠오카현","2019-02-05","68","불검출","불검출","적합"
"4","복합조미식품","후쿠오카현","2019-03-12","228","불검출","불검출","적합"
"5","혼합제제","효고현","2019-04-01","51","불검출","불검출","적합"
"6","혼합제제","효고현","2019-04-01","34","불검출","불검출","적합"
"7","혼합제제","사이타마현","2019-03-26","18","불검출","불검출","적합"
"8","혼합제제","효고현","2019-03-28","17","불검출","불검출","적합"
"9","카레(커리)","니가타현","2019-02-21","792","불검출","불검출","적합"
"10","혼합음료","미에현","2019-02-13","623","불검출","불검출","적합"
"11","혼합음료","미에현","2018-12-26","632","불검출","불검출","적합"
"12","환자용식품","시즈오카현","2019-03-18","300","불검출","불검출","적합"
"13","합성향료","나가노현","2019-03-20","1,000","불검출","불검출","적합"
"14","혼합제제","가나가와현","2019-03-25","200","불검출","불검출","적합"
