"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 101건","","","","551,920","","",""
"1","양조간장","가가와현","2019-03-11","2,124","불검출","불검출","적합"
"2","탄산음료","오사카부","2019-03-16","6,600","불검출","불검출","적합"
"3","탄산음료","오사카부","2019-03-16","3,300","불검출","불검출","적합"
"4","초콜릿가공품","이바라키현","2019-03-29","2,376","불검출","불검출","적합"
"5","혼합제제","시가현","2019-04-02","50","불검출","불검출","적합"
"6","합성향료","시가현","2019-04-01","20","불검출","불검출","적합"
"7","혼합제제","시가현","2019-04-02","25","불검출","불검출","적합"
"8","혼합제제","오카야마현","2019-03-27","120","불검출","불검출","적합"
"9","합성향료","시가현","2019-04-01","75","불검출","불검출","적합"
"10","초콜릿가공품","후쿠오카현","2019-04-02","588","불검출","불검출","적합"
"11","초콜릿가공품","후쿠오카현","2019-04-01","1,470","불검출","불검출","적합"
"12","청주","교토부","2019-03-20","9,000","불검출","불검출","적합"
"13","합성향료","사이타마현","2019-03-28","300","불검출","불검출","적합"
"14","캔디류","미에현","2019-02-18","1,352","불검출","불검출","적합"
