"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","활가리비","홋카이도","2019-04-17","6,814","불검출","불검출","적합"
"2","활장어(먹장어)","나가사키현","2019-04-17","2,913","불검출","불검출","적합"
"3","냉장명태","홋카이도","2019-04-17","1,300","불검출","불검출","적합"
"4","냉장명태","홋카이도","2019-04-17","1,300","불검출","불검출","적합"
"5","냉동가리비(외투막)","홋카이도","2019-04-17","120","불검출","불검출","적합"
"6","냉동다랑어(남방참다랑어)","태평양","2019-04-17","1,004","불검출","불검출","적합"
"7","냉장명태","홋카이도","2019-04-17","3,900","불검출","불검출","적합"
"8","냉장홍어","홋카이도","2019-04-17","2,734","불검출","불검출","적합"
"9","냉장홍어","홋카이도","2019-04-17","4,038","불검출","불검출","적합"
"10","활대합(북방대합)","홋카이도","2019-04-17","990","불검출","불검출","적합"
"11","냉장갈치","후쿠오카현","2019-04-17","440","불검출","불검출","적합"
"12","냉장명태","홋카이도","2019-04-17","2,600","불검출","불검출","적합"
"13","냉장명태","홋카이도","2019-04-17","2,600","불검출","불검출","적합"
"14","활게(참게)","후쿠오카현","2019-04-17","475","불검출","불검출","적합"
"15","활게(왕게)","홋카이도","2019-04-17","2,788","불검출","불검출","적합"
"16","냉장준치","히로시마현","2019-04-17","600","불검출","불검출","적합"
"합계","","-","-","34,616","-","-","-"
