"","","제조·생산지","제조일자","중량(kg)","검사결과","",""
"순 번","품목명","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","105건","","88,997","","",""
"1","고형차","효고현","2014-10-09","500","불검출","불검출","적합"
"2","소주","미야자키현","2014-10-14","43.2","불검출","불검출","적합"
"3","청주","고치현","2014-03-22","54","불검출","불검출","적합"
"4","수산물가공품","훗카이도","2014-10-16","600","불검출","불검출","적합"
"5","소스류","가나가와현","2014-09-25","261","불검출","불검출","적합"
"6","소스류","가나가와현","2014-09-26","832","불검출","불검출","적합"
"7","소스류","가나가와현","2014-09-24","267.75","불검출","불검출","적합"
"8","소스류","가나가와현","2014-09-25","78.4","불검출","불검출","적합"
"9","소스류","가나가와현","2014-09-29","441.68","불검출","불검출","적합"
"10","볶은커피","시즈오카현","2014-09-01","600","불검출","불검출","적합"
"11","볶은커피","효고현","2014-08-28","132.3","불검출","불검출","적합"
"12","액상커피","효고현","2014-08-27","1,500","불검출","불검출","적합"
"13","준초콜릿","도쿄도","2014-09-11","11.6","불검출","불검출","적합"
"14","과자(크래커)","아이치현","2014-09-09","9.9","불검출","불검출","적합"
"15","캔디류(사탕)","나가노현","2014-10-16","132","불검출","불검출","적합"
"16","빵류(케이크)","나가노현","2014-10-16","576","불검출","불검출","적합"
"17","빵류(케이크)","나가노현","2014-10-16","576","불검출","불검출","적합"
