"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:100Bq/kg)","",""
"총 81건","","","","129,445","","",""
"1","로얄젤리제품","구마모토현","2019-04-06","126","불검출","불검출","적합"
"2","카레(커리)","니가타현","2019-04-09","2,640","불검출","불검출","적합"
"3","카레(커리)","니가타현","2019-04-11","2,640","불검출","불검출","적합"
"4","카레(커리)","니가타현","2019-04-10","4,620","불검출","불검출","적합"
"5","가공두부","오사카부","2019-05-08","6,000","불검출","불검출","적합"
"6","가공두부","오사카부","2019-05-08","12,000","불검출","불검출","적합"
"7","어묵","시마네현","2019-02-02","250","불검출","불검출","적합"
"8","어묵","시마네현","2019-01-17","720","불검출","불검출","적합"
"9","어묵","시마네현","2019-01-17","1,500","불검출","불검출","적합"
"10","어묵","시마네현","2019-05-02","900","불검출","불검출","적합"
"11","어묵","시마네현","2019-03-02","150","불검출","불검출","적합"
"12","어묵","시마네현","2019-02-17","1,600","불검출","불검출","적합"
"13","소스","후쿠오카현","2019-05-08","4,500","불검출","불검출","적합"
"14","액상커피","시가현","2019-04-01","1,210","불검출","불검출","적합"
"15","과자","아이치현","2019-04-17","795","불검출","불검출","적합"
