"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:100Bq/kg)","",""
"총 140건","","","","643,955","","",""
"1","혼합제제","오사카부","2019-05-08","450","불검출","불검출","적합"
"2","기타 어육가공품","훗카이도","2019-03-14","75","불검출","불검출","적합"
"3","기타 수산물가공품","에히메현","2018-04-26","262","불검출","불검출","적합"
"4","조미김","도쿄도","2019-04-25","30","불검출","불검출","적합"
"5","캔디류","나라현","2019-04-30","2,765","불검출","불검출","적합"
"6","건면","구마모토현","2019-04-03","360","불검출","불검출","적합"
"7","건면","구마모토현","2019-04-10","320","불검출","불검출","적합"
"8","캔디류","아이치현","2019-04-23","437","불검출","불검출","적합"
"9","숙면","구마모토현","2019-03-28","572","불검출","불검출","적합"
"10","유탕면","후쿠오카현","2019-03-19","419","불검출","불검출","적합"
"11","가공두부","나가노현","2019-03-20","13,846","불검출","불검출","적합"
"12","탄산칼슘","오카야마현","2019-04-25","17,000","불검출","불검출","적합"
"13","기타천연착향료","효고현","2019-04-25","34","불검출","불검출","적합"
"14","혼합제제","효고현","2019-04-25","17","불검출","불검출","적합"
"15","혼합제제","효고현","2019-04-26","17","불검출","불검출","적합"
