"","","제조·생산지","제조일자","중량(kg)","검사결과","",""
"순 번","품목명","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","147건","","248,514","","",""
"1","캔디류(사탕)","오사카부","2014-10-08","562","불검출","불검출","적합"
"2","캔디류(사탕)","오사카부","2014-10-02","530","불검출","불검출","적합"
"3","캔디류(사탕)","오사카부","2014-10-01","374","불검출","불검출","적합"
"4","비타민","시즈오카현","2014-04-25","27.54","불검출","불검출","적합"
"5","청주","돗토리현","2014-10-22","86.4","불검출","불검출","적합"
"6","청주","돗토리현","2014-10-22","90","불검출","불검출","적합"
"7","청주","돗토리현","2014-10-22","172.8","불검출","불검출","적합"
"8","청주","돗토리현","2014-10-22","432","불검출","불검출","적합"
"9","청주","니가타현","2014-08-28","43.2","불검출","불검출","적합"
"10","캔디류(사탕)","나라현","2014-10-27","504","불검출","불검출","적합"
"11","혼합제제","와카야마현","2014-10-21","30","불검출","불검출","적합"
"12","과자(크래커)","오사카부","2014-09-02","92","불검출","불검출","적합"
"13","혼합제제","도쿄도","2014-10-07","50","불검출","불검출","적합"
"14","건어포류","에히메현","2014-10-29","540","불검출","불검출","적합"
"15","기타설탕","지바현","2014-09-08","500","불검출","불검출","적합"
"16","혼합제제","효고현","2014-10-21","17","불검출","불검출","적합"
"17","디아스타아제","효고현","2014-09-26","1,001","불검출","불검출","적합"
