"순 번","품목명","제조·생산지","제조일자","중량(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"138","초콜릿가공품","오사카부","2014-11-01","2,295","불검출","불검출","적합"
"139","당류가공품","오카야마현","2014-07-15","5,000","불검출","불검출","적합"
"140","과자(스낵과자)","미에현","2014-10-15","5,339.7","불검출","불검출","적합"
"141","커피/건조","에티오피아","2014-03-26","300","불검출","불검출","적합"
"142","커피/건조","콜롬비아","2014-04-16","140","불검출","불검출","적합"
"143","커피/건조","코스타리카","2014-03-02","120","불검출","불검출","적합"
"144","혼합제제","가나가와현","2014-10-23","300","불검출","불검출","적합"
"145","혼합제제","가나가와현","2014-10-23","45","불검출","불검출","적합"
"146","청주","후쿠오카현","2014-10-01","10,080","불검출","불검출","적합"
"147","소스류","오사카부","2014-06-25","160","불검출","불검출","적합"
