"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"90","액상차","오사카부","2015-02-27","244.8","불검출","불검출","적합"
"91","국수","구마모토현","2015-04-02","275.2","불검출","불검출","적합"
"92","탄산음료","오사카부","2015-03-31","2,184","불검출","불검출","적합"
"93","소스류","아이치현","2015-04-03","89.2","불검출","불검출","적합"
"94","캔디류(사탕)","미에현","2015-04-14","54","불검출","불검출","적합"
"95","과자(비스킷)","아이치현","2015-04-20","68.4","불검출","불검출","적합"
"96","과.채음료","아이치현","2015-03-03","201.6","불검출","불검출","적합"
"97","혼합제제","이바라키현","2015-04-09","750","불검출","불검출","적합"
"98","향미유","사이타마현","2015-04-13","45","불검출","불검출","적합"
"99","기타가공품","이바라키현","2015-03-24","9,000","불검출","불검출","적합"
"100","조미된장","아이치현","2015-04-17","7,000","불검출","불검출","적합"
"101","조미된장","아이치현","2015-03-25","7,930","불검출","불검출","적합"
"102","조미된장","아이치현","2015-04-07","3,054","불검출","불검출","적합"
"103","탄산음료","효고현","2015-02-03","16.8","불검출","불검출","적합"
"104","탄산음료","효고현","2015-02-10","16.8","불검출","불검출","적합"
"105","탄산음료","효고현","2015-02-09","16.8","불검출","불검출","적합"
"106","탄산음료","효고현","2015-02-13","16.8","불검출","불검출","적합"
"107","탄산음료","효고현","2015-02-12","16.8","불검출","불검출","적합"
"108","탄산음료","효고현","2015-02-06","16.8","불검출","불검출","적합"
"109","탄산음료","효고현","2015-02-04","16.8","불검출","불검출","적합"
"110","양조간장","효고현","2015-04-14","247","불검출","불검출","적합"
