"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","110","","128,458","","",""
"1","소스류","야마가타현","2015-02-18","38.4","불검출","불검출","적합"
"2","소스류","야마가타현","2015-01-07","36","불검출","불검출","적합"
"3","국수","가가와현","2015-04-09","7,150","불검출","불검출","적합"
"4","청주","아이치현","2015-03-18","1,620","불검출","불검출","적합"
"5","청주","교토부","2015-03-01","720","불검출","불검출","적합"
"6","냉면","구마모토현","2015-04-09","3,600","불검출","불검출","적합"
"7","유탕면류","기후현","2015-02-24","18","불검출","불검출","적합"
"8","유탕면류","기후현","2015-02-24","18","불검출","불검출","적합"
"9","소스류","훗카이도","2015-04-10","416","불검출","불검출","적합"
"10","냉면","구마모토현","2015-04-11","210","불검출","불검출","적합"
