"순번","품목","원산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"2","냉동명태(F)","러시아","2018-06-22","14,800","불검출","불검출","적합"
"3","냉동어란(명란)","러시아","2018-06-22","6,794","불검출","불검출","적합"
"4","냉동다랑어(눈다랑어)","대만","2018-06-22","2,715","불검출","불검출","적합"
"5","냉동상어(청상아리)","대만","2018-06-22","4,382","불검출","불검출","적합"
"6","냉동다랑어(황다랑어)","대만","2018-06-22","21,665","불검출","불검출","적합"
"7","냉동가자미(각시가자미)","러시아","2018-06-22","22,050","불검출","불검출","적합"
"8","냉동명태","러시아","2018-06-22","22,000","불검출","불검출","적합"
"9","냉동대구(F)","러시아","2018-06-22","3,354","불검출","불검출","적합"
"10","냉동곤이(대구)","러시아","2018-06-22","646","불검출","불검출","적합"
"11","냉동백합(자숙)","모잠비크","2018-06-22","16,660","불검출","불검출","적합"
"12","냉동명태(F)","러시아","2018-06-22","23,000","불검출","불검출","적합"
"합계","","-","-","156,366","-","-","-"
