"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","활돔(벤자리)","에히메현","2018-06-22","1,962","불검출","불검출","적합"
"2","활돔(참돔)","에히메현","2018-06-22","13,749","불검출","불검출","적합"
"3","활가리비","홋카이도","2018-06-22","6,957","불검출","불검출","적합"
"4","활가리비","홋카이도","2018-06-22","7,000","불검출","불검출","적합"
"5","활돔(참돔)","에히메현","2018-06-22","3,780","불검출","불검출","적합"
"6","활돔(돌돔)","나가사키현","2018-06-22","644","불검출","불검출","적합"
"7","냉장돔(황돔)","후쿠오카현","2018-06-22","100","불검출","불검출","적합"
"8","냉장갈치","오이타현","2018-06-22","225","불검출","불검출","적합"
"9","활돔(참돔)","에히메현","2018-06-22","3,928","불검출","불검출","적합"
"10","냉장고등어","가고시마현","2018-06-22","4,240","불검출","불검출","적합"
"11","활가리비","홋카이도","2018-06-22","7,144","불검출","불검출","적합"
"12","활전갱이(흑점줄전갱이)","오이타현","2018-06-22","935","불검출","불검출","적합"
"13","냉장준치","오카야마현","2018-06-22","102","불검출","불검출","적합"
"합계","","-","-","50,766","-","-","-"
