"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 172건","","","","328,766","","",""
"1","과자","야마가타현","2018-01-24","108","불검출","불검출","적합"
"2","빙과","고치현","2017-12-20","88","불검출","불검출","적합"
"3","빙과","고치현","2018-01-29","174","불검출","불검출","적합"
"4","액상차","미에현","2017-08-23","1,200","불검출","불검출","적합"
"5","소스","시즈오카현","2017-10-03","87","불검출","불검출","적합"
"6","소스","시즈오카현","2017-08-06","97","불검출","불검출","적합"
"7","소스","지바현","2017-06-26","387","불검출","불검출","적합"
"8","떡류","니가타현","2017-12-01","281","불검출","불검출","적합"
"9","당류가공품","효고현","2018-02-09","160","불검출","불검출","적합"
"10","당류가공품","오사카부","2018-02-16","876","불검출","불검출","적합"
"11","당류가공품","오사카부","2018-02-20","1,092","불검출","불검출","적합"
"12","과·채가공품","나가노현","2017-01-24","498","불검출","불검출","적합"
"13","당류가공품","오사카부","2018-02-20","2,268","불검출","불검출","적합"
