"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 129건","","","","1,135,376","","",""
"1","캔디류","니가타현","2017-12-14","300","불검출","불검출","적합"
"2","과자","야마가타현","2018-01-09","163","불검출","불검출","적합"
"3","과자","니가타현","2018-01-19","118","불검출","불검출","적합"
"4","기타 주류","효고현","2018-02-06","90,720","불검출","불검출","적합"
"5","고형차","아이치현","2018-02-02","1,536","불검출","불검출","적합"
"6","빵류","야마나시현","2018-01-25","46","불검출","불검출","적합"
"7","과자","사이타마현","2017-09-22","1,449","불검출","불검출","적합"
"8","당류가공품","오카야마현","2018-01-10","32,000","불검출","불검출","적합"
"9","양조간장","효고현","2018-02-09","13,799","불검출","불검출","적합"
"10","양조간장","효고현","2018-01-29","13,799","불검출","불검출","적합"
"11","양조간장","효고현","2018-01-29","14,110","불검출","불검출","적합"
"12","소스","도치기현","2018-01-18","708","불검출","불검출","적합"
"13","소스","도치기현","2018-01-10","14,965","불검출","불검출","적합"
