"검사결과
수입
제조일자","","","","","","",""
"순번
품목명
제조·생산지
중량
세슘
요오드
(유통기한)
판정
(kg)
(기준:100Bq/kg)
(기준:300Bq/kg)","","","","","","",""
"113","혼합제제","오사카부","2018-02-21","795","불검출","불검출","적합"
"114","혼합제제","이바라키현","2018-02-07","705","불검출","불검출","적합"
"115","혼합제제","이바라키현","2018-01-29","105","불검출","불검출","적합"
"116","혼합제제","이바라키현","2018-02-02","120","불검출","불검출","적합"
"117","혼합제제","이바라키현","2018-02-02","15","불검출","불검출","적합"
"118","혼합제제","히로시마현","2018-02-02","270","불검출","불검출","적합"
"119","혼합제제","이바라키현","2018-02-02","30","불검출","불검출","적합"
"120","혼합제제","히로시마현","2018-02-02","60","불검출","불검출","적합"
"121","된장","도쿠시마현","2018-02-16","200","불검출","불검출","적합"
"122","된장","도쿠시마현","2018-02-08","288","불검출","불검출","적합"
"123","된장","도쿠시마현","2018-02-16","200","불검출","불검출","적합"
"124","과·채가공품","오카야마현","2018-01-16","322","불검출","불검출","적합"
"125","캔디류","아이치현","","2,916","불검출","불검출","적합"
"126","소스","사가현","2018-01-17","460","불검출","불검출","적합"
"127","기타 어육가공품","훗카이도","2018-01-23","363","불검출","불검출","적합"
"128","복합조미식품","히로시마현","2018-01-22","451","불검출","불검출","적합"
"129","복합조미식품","후쿠오카현","2018-01-25","480","불검출","불검출","적합"
