"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 169건","","","","368,502","","",""
"1","청주","이와테현","2018-06-01","86","불검출","불검출","적합"
"2","올리고당","훗카이도","2017-02-22","1,000","불검출","불검출","적합"
"3","기타가공품","사이타마현","2017-11-06","7","불검출","불검출","적합"
"4","비타민/녹차
추출물제품","기후현","2017-04-20","282","불검출","불검출","적합"
"5","청주","사가현","2018-05-23","225","불검출","불검출","적합"
"6","개별인정형
건강기능식품","도쿄도","2018-05-01","49","불검출","불검출","적합"
"7","소스","교토부","2018-06-05","58","불검출","불검출","적합"
"8","소스","교토부","2018-06-06","2,046","불검출","불검출","적합"
"9","소스","교토부","2018-06-05","2,694","불검출","불검출","적합"
"10","소스","에히메현","2018-06-15","1,458","불검출","불검출","적합"
"11","소스","에히메현","2018-06-15","1,908","불검출","불검출","적합"
"12","소스","에히메현","2018-06-14","3,600","불검출","불검출","적합"
"13","전분가공품","에히메현","2018-06-14","12,000","불검출","불검출","적합"
