"검사결과
수입
제조일자
순번
품목명
제조·생산지
중량
세슘
요오드
(유통기한)
판정
(kg)
(기준:100Bq/kg)
(기준:300Bq/kg)","","","","","","",""
"113","혼합제제","사이타마현","2017-09-04","304","불검출","불검출","적합"
"114","혼합제제","사이타마현","2017-09-04","16","불검출","불검출","적합"
"115","혼합제제","히로시마현","2017-08-24","180","불검출","불검출","적합"
"116","혼합제제","히로시마현","2017-08-08","390","불검출","불검출","적합"
"117","혼합제제","가나가와현","2017-09-14","20","불검출","불검출","적합"
"118","수산물가공품","효고현","2017-08-31","600","불검출","불검출","적합"
"119","카르복시메틸
셀룰로오스나트륨","시마네현","2017-07-12","400","불검출","불검출","적합"
"120","혼합제제","도쿄도","2017-08-30","300","불검출","불검출","적합"
"121","가공두부","후쿠오카현","2017-09-01","12,060","불검출","불검출","적합"
"122","식염절임","사이타마현","2017-08-30","240","불검출","불검출","적합"
"123","전분","가고시마현","2016-11-23","18,500","불검출","불검출","적합"
"124","장류절임","도치기현","2017-08-30","70","불검출","불검출","적합"
"125","장류절임","가고시마현","2017-09-11","810","불검출","불검출","적합"
"126","볶은커피","미에현","2017-07-06","126","불검출","불검출","적합"
"127","인스턴트커피","군마현","2017-07-05","432","불검출","불검출","적합"
"128","식초절임","사이타마현","2017-08-30","60","불검출","불검출","적합"
"129","소스류","후쿠오카현","2017-09-12","9,900","불검출","불검출","적합"
"130","기타가공품","와카야마현","2017-08-26","1,000","불검출","불검출","적합"
"131","맥주","후쿠오카현","2017-09-05","104,023","불검출","불검출","적합"
"132","혼합제제","시즈오카현","2017-08-29","200","불검출","불검출","적합"
