"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 154건","","","","1,092,894","","",""
"1","산화마그네슘","도쿠시마현","2017-07-13","2,000","불검출","불검출","적합"
"2","홍국(원료성)","오사카부","2017-07-04","50","불검출","불검출","적합"
"3","된장","나가노현","2017-08-21","1,200","불검출","불검출","적합"
"4","조미된장","나가노현","2017-08-21","1,400","불검출","불검출","적합"
"5","즉석조리식품","나가노현","2017-08-07","1,200","불검출","불검출","적합"
"6","된장","나가노현","2017-08-21","500","불검출","불검출","적합"
"7","빵류(케이크)","야마나시현","2017-09-04","171","불검출","불검출","적합"
"8","전분가공품","오사카부","2017-08-16","1,000","불검출","불검출","적합"
"9","수산물가공품","히로시마현","2017-08-25","24","불검출","불검출","적합"
"10","빵류(케이크)","야마나시현","2017-09-08","171","불검출","불검출","적합"
