"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 86건","","","","303,299","","",""
"1","빵류(도넛)","기후현","2017-08-21","130","불검출","불검출","적합"
"2","소스류","히로시마현","2017-06-06","54","불검출","불검출","적합"
"3","식초절임(매실절임)","와카야마현","2017-08-05","144","불검출","불검출","적합"
"4","과자(스낵과자)","사이타마현","2017-08-21","192","불검출","불검출","적합"
"5","과자(스낵과자)","니가타현","2017-07-25","624","불검출","불검출","적합"
"6","과자(스낵과자)","니가타현","2017-07-25","84","불검출","불검출","적합"
"7","과자(스낵과자)","니가타현","2017-07-25","93","불검출","불검출","적합"
"8","과자(스낵과자)","니가타현","2017-07-25","218","불검출","불검출","적합"
"9","과자(스낵과자)","야마가타현","2017-08-08","201","불검출","불검출","적합"
"10","과자(스낵과자)","야마가타현","2017-08-08","282","불검출","불검출","적합"
"11","소스류","도치기현","2017-07-11","60","불검출","불검출","적합"
"12","캔디류(사탕)","기후현","2017-08-04","69","불검출","불검출","적합"
"13","소스류","히로시마현","2017-08-19","1,620","불검출","불검출","적합"
