"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 102건","","","","629,102","","",""
"1","향신료조제품
(고추냉이가공품)","아이치현","2017-08-07","194","불검출","불검출","적합"
"2","과자(스낵과자)","니가타현","2017-07-19","432","불검출","불검출","적합"
"3","카레","니가타현","2017-06-22","720","불검출","불검출","적합"
"4","소스류","군마현","2017-07-20","1,710","불검출","불검출","적합"
"5","소스류","사이타마현","2017-08-04","756","불검출","불검출","적합"
"6","유탕면류","나라현","2017-07-24","360","불검출","불검출","적합"
"7","국수","구마모토현","2017-08-18","619","불검출","불검출","적합"
"8","국수","구마모토현","2017-08-18","289","불검출","불검출","적합"
"9","향신료조제품
(고추냉이가공품)","나가노현","2017-07-13","151","불검출","불검출","적합"
"10","카레","니가타현","2017-07-13","1,728","불검출","불검출","적합"
"11","소스류","지바현","2017-08-19","9,254","불검출","불검출","적합"
"12","카레","니가타현","2017-07-19","2,016","불검출","불검출","적합"
