"검사결과
수입
제조일자
순번
품목명
제조·생산지
중량
세슘
요오드
(유통기한)
판정
(kg)
(기준:100Bq/kg)
(기준:300Bq/kg)","","","","","","",""
"36","빵류(케이크)","야마나시현","2017-09-13","40","불검출","불검출","적합"
"37","카레","도치기현","2017-07-13","304","불검출","불검출","적합"
"38","카레","도치기현","2017-08-03","1,063","불검출","불검출","적합"
"39","카레","도치기현","2017-07-11","759","불검출","불검출","적합"
"40","카레","도치기현","2017-08-07","785","불검출","불검출","적합"
"41","카레","도치기현","2017-08-03","785","불검출","불검출","적합"
"42","헤미셀룰라아제","효고현","2017-08-16","40","불검출","불검출","적합"
"43","캔디류(젤리)","아이치현","2017-08-18","2,016","불검출","불검출","적합"
"44","맥주","후쿠오카현","2017-09-01","35,640","불검출","불검출","적합"
"45","맥주","후쿠오카현","2017-09-05","11,520","불검출","불검출","적합"
"46","맥주","후쿠오카현","2017-08-29","261,720","불검출","불검출","적합"
"47","어묵","이시카와현","2017-07-01","1,250","불검출","불검출","적합"
"48","혼합제제","오사카부","2017-09-07","17","불검출","불검출","적합"
"49","서류가공품","훗카이도","2017-05-19","300","불검출","불검출","적합"
"50","어묵","사가현","2017-04-01","900","불검출","불검출","적합"
"51","어묵","사가현","2017-04-01","678","불검출","불검출","적합"
"52","트랜스글루타미나아제","가나가와현","2017-07-11","80","불검출","불검출","적합"
"53","국수","가가와현","2017-08-25","1,100","불검출","불검출","적합"
"54","과자(스낵과자)","고치현","2017-08-17","20","불검출","불검출","적합"
"55","초콜릿가공품","오사카부","2017-08-17","3,024","불검출","불검출","적합"
"56","국수","가가와현","2017-08-26","6,800","불검출","불검출","적합"
"57","트랜스글루타미나아제","가나가와현","2017-07-31","80","불검출","불검출","적합"
"58","초콜릿가공품","시즈오카현","2017-07-12","211","불검출","불검출","적합"
"59","자당지방산에스테르","미에현","2017-04-06","2,880","불검출","불검출","적합"
"60","어묵","미야자키현","2017-08-01","392","불검출","불검출","적합"
