"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","106","","133,597","","",""
"1","글루코사민 제품","도쿄도","2015-09-24","128.8","불검출","불검출","적합"
"2","맥주","구마모토현","2015-10-21","6,272","불검출","불검출","적합"
"3","국수","가가와현","2015-08-11","80","불검출","불검출","적합"
"4","전분가공품","오사카부","2015-10-17","200","불검출","불검출","적합"
"5","수산물가공품","히로시마현","2015-10-22","23.6","불검출","불검출","적합"
"6","튀김식품","히로시마현","2015-10-21","21.12","불검출","불검출","적합"
"7","수산물가공품","히로시마현","2015-10-22","16.2","불검출","불검출","적합"
"8","튀김식품","오이타현","2015-10-17","600","불검출","불검출","적합"
"9","카레분","사이타마현","2015-09-03","160","불검출","불검출","적합"
"10","카레","나가노현","2015-10-02","1,500","불검출","불검출","적합"
"11","가공소금","사이타마현","2015-09-07","50","불검출","불검출","적합"
"12","가공소금","사이타마현","2015-09-04","50","불검출","불검출","적합"
"13","청주","도야마현","2015-10-09","129.6","불검출","불검출","적합"
