"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"16","냉장가오리","야마구치현","2015-11-18","870","불검출","불검출","적합"
"17","냉장홍어","야마구치현","2015-11-18","130","불검출","불검출","적합"
"18","활우렁쉥이","홋카이도","2015-11-18","6,427","불검출","불검출","적합"
"19","활우렁쉥이","홋카이도","2015-11-18","3,570","불검출","불검출","적합"
"20","활꼬막","후쿠오카현","2015-11-18","1,020","불검출","불검출","적합"
"21","활꼬막 새꼬막
(
)","후쿠오카현","2015-11-18","1,500","불검출","불검출","적합"
"22","활우렁쉥이","홋카이도","2015-11-18","9,326","불검출","불검출","적합"
"23","냉장명태","홋카이도","2015-11-18","14,250","불검출","불검출","적합"
"24","냉장갈치","에히메현","2015-11-18","890","불검출","불검출","적합"
"25","냉장갈치","오이타현","2015-11-18","1,331","불검출","불검출","적합"
"26","냉장돔 참돔(
)","후쿠오카현","2015-11-18","215","불검출","불검출","적합"
"27","냉장홍어","홋카이도","2015-11-18","3,118","불검출","불검출","적합"
"28","냉장갈치","에히메현","2015-11-18","465","불검출","불검출","적합"
"29","냉장홍어","홋카이도","2015-11-18","221","불검출","불검출","적합"
"30","냉장명태","홋카이도","2015-11-18","4,280","불검출","불검출","적합"
"31","냉장명태","홋카이도","2015-11-18","4,250","불검출","불검출","적합"
"32","활우렁쉥이","홋카이도","2015-11-18","9,048","불검출","불검출","적합"
"33","냉장가오리","에히메현","2015-11-18","310","불검출","불검출","적합"
