"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"합계","건36","-","-","128,919","-","-","-"
"1","활가리비","홋카이도","2015-11-18","7,116","불검출","불검출","적합"
"2","활가리비","홋카이도","2015-11-18","6,500","불검출","불검출","적합"
"3","냉장홍어","홋카이도","2015-11-18","2,984","불검출","불검출","적합"
"4","냉장홍어","홋카이도","2015-11-18","4,303","불검출","불검출","적합"
"5","냉동새치 황새치
(
,
F,
횟감
)","태평양","2015-11-18","383","불검출","불검출","적합"
"6","활가리비","홋카이도","2015-11-18","6,150","불검출","불검출","적합"
"7","활우렁쉥이","홋카이도","2015-11-18","8,964","불검출","불검출","적합"
"8","활우렁쉥이","홋카이도","2015-11-18","9,491","불검출","불검출","적합"
"9","냉장갈치","에히메현","2015-11-18","590","불검출","불검출","적합"
"10","냉장가오리","에히메현","2015-11-18","340","불검출","불검출","적합"
"11","냉장명태","홋카이도","2015-11-18","6,000","불검출","불검출","적합"
"12","냉장갈치","오이타현","2015-11-18","1,340","불검출","불검출","적합"
"13","냉장갈치","야마구치현","2015-11-18","240","불검출","불검출","적합"
"14","냉장돔 황돔(
)","야마구치현","2015-11-18","175","불검출","불검출","적합"
"15","냉장돔 참돔(
)","야마구치현","2015-11-18","150","불검출","불검출","적합"
