"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"합계","건43","-","-","169,160","-","-","-"
"1","활돔 벵에돔
(
)","나가사키현","2015-11-17","1,936","불검출","불검출","적합"
"2","활돔 참돔(
)","구마모토현","2015-11-17","4,590","불검출","불검출","적합"
"3","활돔 벵에돔
(
)","에히메현","2015-11-17","2,264","불검출","불검출","적합"
"4","활돔 참돔(
)","에히메현","2015-11-17","18,600","불검출","불검출","적합"
"5","활돔 참돔(
)","구마모토현","2015-11-17","6,806","불검출","불검출","적합"
"6","활가리비","홋카이도","2015-11-17","7,182","불검출","불검출","적합"
"7","활꼬막","후쿠오카현","2015-11-17","960","불검출","불검출","적합"
"8","활꼬막 새꼬막
(
)","후쿠오카현","2015-11-17","3,320","불검출","불검출","적합"
"9","냉동다랑어 눈다(
랑어 목살 횟감
,
,
)","태평양","2015-11-17","1,630","불검출","불검출","적합"
"10","냉동다랑어 눈다(
랑어 횟감
,F,
)","태평양","2015-11-17","1,153","불검출","불검출","적합"
"11","활가리비","홋카이도","2015-11-17","7,046","불검출","불검출","적합"
"12","냉장명태","홋카이도","2015-11-17","7,640","불검출","불검출","적합"
"13","냉장홍어","홋카이도","2015-11-17","1,227","불검출","불검출","적합"
"14","냉장갈치","와카야마현","2015-11-17","5,902","불검출","불검출","적합"
"15","냉장돔 황돔(
)","야마구치현","2015-11-17","242","불검출","불검출","적합"
