"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","100","","199,607","","",""
"1","기타가공품","교토부","2014-06-09","5.1","불검출","불검출","적합"
"2","청주","아키타현","2015-02-25","155.5","불검출","불검출","적합"
"3","청주","아키타현","2015-02-25","77.7","불검출","불검출","적합"
"4","청주","아키타현","2015-02-25","77.7","불검출","불검출","적합"
"5","고형차","시즈오카현","2015-02-02","105","불검출","불검출","적합"
"6","고형차","시즈오카현","2015-02-02","270","불검출","불검출","적합"
"7","기타가공품","사이타마현","2015-02-13","24","불검출","불검출","적합"
"8","액상커피","시가현","2015-01-20","22,500","불검출","불검출","적합"
"9","카레","도치기현","2015-01-10","1,110","불검출","불검출","적합"
"10","카레","도치기현","2014-12-22","1,110","불검출","불검출","적합"
"11","맥주","이와테현","2014-11-02","420","불검출","불검출","적합"
