"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 139건","","","","242,635","","",""
"1","과·채주스","아이치현","2018-12-17","2,048","불검출","불검출","적합"
"2","과·채주스","야마나시현","2018-12-17","3,110","불검출","불검출","적합"
"3","과·채주스","구마모토현","2018-12-19","4,666","불검출","불검출","적합"
"4","캔디류","아이치현","2019-01-30","1,380","불검출","불검출","적합"
"5","캔디류","아이치현","2019-02-08","108","불검출","불검출","적합"
"6","캔디류","아이치현","2019-02-14","108","불검출","불검출","적합"
"7","고형차","가고시마현","2019-03-02","1,000","불검출","불검출","적합"
"8","캔디류","아이치현","2019-01-31","108","불검출","불검출","적합"
"9","합성향료","오카야마현","2019-03-19","300","불검출","불검출","적합"
"10","혼합제제","효고현","2019-03-14","136","불검출","불검출","적합"
"11","건면","야마가타현","2019-02-21","300","불검출","불검출","적합"
"12","혼합제제","오사카부","2019-03-19","255","불검출","불검출","적합"
"13","혼합제제","나가노현","2019-03-19","25","불검출","불검출","적합"
"14","청주","니가타현","2019-02-18","1,080","불검출","불검출","적합"
