"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 81건","","","","921,574","","",""
"1","탄산음료","오사카부","2018-02-16","6,420","불검출","불검출","적합"
"2","소스","이바라키현","2018-01-11","91","불검출","불검출","적합"
"3","액상차","시가현","2018-01-11","11,400","불검출","불검출","적합"
"4","액상차","시가현","2018-01-21","1,800","불검출","불검출","적합"
"5","소스","훗카이도","2018-01-30","1,500","불검출","불검출","적합"
"6","과자","이바라키현","2018-02-14","1,080","불검출","불검출","적합"
"7","액상차","효고현","2018-02-19","7,560","불검출","불검출","적합"
"8","혼합제제","오사카부","2017-11-29","880","불검출","불검출","적합"
"9","혼합제제","시가현","2018-01-26","460","불검출","불검출","적합"
"10","조미건어포","사가현","2018-03-02","24","불검출","불검출","적합"
"11","소스","후쿠오카현","2018-02-21","4,200","불검출","불검출","적합"
"12","조미건어포","사가현","2018-03-02","9","불검출","불검출","적합"
"13","청주","니가타현","2018-02-13","1,572","불검출","불검출","적합"
