"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:100Bq/kg)","",""
"총 146건","","","","903,822","","",""
"1","청주","니가타현","2019-04-12","1,440","불검출","불검출","적합"
"2","청주","니가타현","2019-04-04","270","불검출","불검출","적합"
"3","캔디류","도치기현","2019-04-11","715","불검출","불검출","적합"
"4","소스","지바현","2019-04-02","10,620","불검출","불검출","적합"
"5","청주","효고현","2019-04-24","43","불검출","불검출","적합"
"6","청주","효고현","2019-04-24","216","불검출","불검출","적합"
"7","청주","효고현","2019-04-24","130","불검출","불검출","적합"
"8","기타 식용유지가공품","훗카이도","2019-04-10","3,008","불검출","불검출","적합"
"9","카라멜색소","도치기현","2019-05-07","3,100","불검출","불검출","적합"
"10","인스턴트커피","효고현","2019-04-13","1,382","불검출","불검출","적합"
"11","혼합제제","효고현","2019-05-17","17","불검출","불검출","적합"
"12","생면","사이타마현","2019-05-09","1,800","불검출","불검출","적합"
"13","건면","훗카이도","2019-04-27","3,600","불검출","불검출","적합"
"14","전분가공품","오사카부","2019-04-27","400","불검출","불검출","적합"
"15","향신료조제품","나라현","2019-03-13","258","불검출","불검출","적합"
