"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 90건","","","","299,224","","",""
"1","소주","미야자키현","2017-12-04","674","불검출","불검출","적합"
"2","청주","니가타현","2017-11-30","864","불검출","불검출","적합"
"3","청주","도치기현","2017-11-20","4,800","불검출","불검출","적합"
"4","조미건어포류","훗카이도","2017-11-17","23","불검출","불검출","적합"
"5","청주","도치기현","2017-12-09","7,776","불검출","불검출","적합"
"6","청주","도치기현","2017-12-05","2,304","불검출","불검출","적합"
"7","과.채가공품","훗카이도","2017-10-18","16","불검출","불검출","적합"
"8","과.채가공품","훗카이도","2017-11-15","31","불검출","불검출","적합"
"9","과자(크래커)","시즈오카현","2017-11-21","89","불검출","불검출","적합"
"10","조미건어포류","훗카이도","2017-11-16","12","불검출","불검출","적합"
"11","과자(크래커)","아이치현","2017-11-20","41","불검출","불검출","적합"
"12","과자(스낵과자)","고치현","2017-11-28","400","불검출","불검출","적합"
"13","호박산","효고현","2017-09-18","8,000","불검출","불검출","적합"
