"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 131건","","","","1,728,713","","",""
"1","소스","후쿠오카현","2017-11-22","509","불검출","불검출","적합"
"2","글루콘산칼슘","도쿠시마현","2017-12-01","2,000","불검출","불검출","적합"
"3","즉석조리식품","나가노현","2017-12-05","4,838","불검출","불검출","적합"
"4","글루타미나아제","아이치현","2017-11-27","882","불검출","불검출","적합"
"5","기타가공품","훗카이도","2017-10-31","20","불검출","불검출","적합"
"6","혼합제제","효고현","2017-12-15","34","불검출","불검출","적합"
"7","과자(스낵과자)","아이치현","2017-11-14","66","불검출","불검출","적합"
"8","청주","효고현","2017-12-06","5,880","불검출","불검출","적합"
"9","청주","니가타현","2017-12-09","90","불검출","불검출","적합"
"10","청주","니가타현","2017-12-09","150","불검출","불검출","적합"
"11","맥주","니가타현","2017-12-06","450","불검출","불검출","적합"
"12","국수","구마모토현","2017-11-24","107","불검출","불검출","적합"
"13","국수","구마모토현","2017-11-24","213","불검출","불검출","적합"
