"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 82건","","","","276,757","","",""
"1","혼합제제","이바라키현","2017-12-14","72","불검출","불검출","적합"
"2","금박","이시카와현","2017-12-25","1","불검출","불검출","적합"
"3","시클로덱스트린시럽","시즈오카현","2017-12-05","12,000","불검출","불검출","적합"
"4","즉석조리식품","미에현","2017-11-21","3,388","불검출","불검출","적합"
"5","맥주","후쿠오카현","2017-12-12","23,760","불검출","불검출","적합"
"6","소스류","시즈오카현","2017-12-04","1,884","불검출","불검출","적합"
"7","향미유","시즈오카현","2017-11-09","490","불검출","불검출","적합"
"8","소스류","시즈오카현","2017-12-04","3,507","불검출","불검출","적합"
"9","소스류","미야자키현","2017-11-10","600","불검출","불검출","적합"
"10","즉석조리식품","미에현","2017-11-22","12,469","불검출","불검출","적합"
"11","즉석조리식품","미에현","2017-11-20","13,202","불검출","불검출","적합"
"12","기타가공품","훗카이도","2017-12-07","3,008","불검출","불검출","적합"
"13","청주","오이타현","2017-12-13","43","불검출","불검출","적합"
