"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 67건","","","","166,065","","",""
"1","유탕면류","아이치현","2017-12-15","126","불검출","불검출","적합"
"2","카레","니가타현","2017-11-29","792","불검출","불검출","적합"
"3","카레","나가노현","2017-10-27","1,000","불검출","불검출","적합"
"4","카레","나가노현","2017-11-28","600","불검출","불검출","적합"
"5","유탕면류","아이치현","2017-11-24","92","불검출","불검출","적합"
"6","향신료조제품
(고추냉이가공품)","사이타마현","2017-11-01","298","불검출","불검출","적합"
"7","복합조미식품","니가타현","2017-11-16","347","불검출","불검출","적합"
"8","소스류","시즈오카현","2017-11-18","1,000","불검출","불검출","적합"
"9","카레","니가타현","2017-11-10","5,940","불검출","불검출","적합"
"10","카레","니가타현","2017-11-29","1,980","불검출","불검출","적합"
"11","탄산음료","오사카부","2017-12-14","7,200","불검출","불검출","적합"
"12","카레","니가타현","2017-11-10","924","불검출","불검출","적합"
