"순번","품목","원산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","냉동꽁치","대만","2018-01-10","291,792","불검출","불검출","적합"
"2","냉동가자미(각시가자미)","미국","2018-01-10","21,350","불검출","불검출","적합"
"3","냉동틸라피아","미얀마","2018-01-10","1,000","불검출","불검출","적합"
"4","냉동명태","러시아","2018-01-10","270,943","불검출","불검출","적합"
"5","냉동명태(F)","러시아","2018-01-10","21,300","불검출","불검출","적합"
"6","냉동명태(F)","러시아","2018-01-10","24,000","불검출","불검출","적합"
"7","냉동꽁치","대만","2018-01-10","89,570","불검출","불검출","적합"
"8","냉동꽁치","대만","2018-01-10","63,510","불검출","불검출","적합"
"9","냉동명태(F)","러시아","2018-01-10","18,750","불검출","불검출","적합"
"10","냉동명태(F)","미국","2018-01-10","24,000","불검출","불검출","적합"
"11","냉동명태","러시아","2018-01-10","895,152","불검출","불검출","적합"
"12","냉동가자미(각시가자미)","미국","2018-01-10","18,000","불검출","불검출","적합"
"13","냉동명태(F)","러시아","2018-01-10","13,416","불검출","불검출","적합"
"14","냉동새치(황새치,목살)","중국","2018-01-10","2,700","불검출","불검출","적합"
"15","냉동명태","러시아","2018-01-10","18,730","불검출","불검출","적합"
"16","냉동가자미(첨치가자미,F)","미국","2018-01-10","10,000","불검출","불검출","적합"
"17","냉동꽁치","대만","2018-01-10","22,290","불검출","불검출","적합"
