"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"16","냉장홍어","야마구치현","2015-12-17","600","불검출","불검출","적합"
"17","냉장명태","홋카이도","2015-12-17","4,090","불검출","불검출","적합"
"18","냉장명태","홋카이도","2015-12-17","10,660","불검출","불검출","적합"
"19","냉장돔 참돔(
)","후쿠오카현","2015-12-17","165","불검출","불검출","적합"
"20","냉장홍어","홋카이도","2015-12-17","3,835","불검출","불검출","적합"
"21","냉장갈치","오이타현","2015-12-17","755","불검출","불검출","적합"
"22","냉장돔 황돔(
)","오이타현","2015-12-17","265","불검출","불검출","적합"
"23","냉장갈치","오이타현","2015-12-17","750","불검출","불검출","적합"
"24","냉장돔 참돔(
)","후쿠오카현","2015-12-17","315","불검출","불검출","적합"
"25","냉장준치","구마모토현","2015-12-17","63","불검출","불검출","적합"
"26","냉장갈치","에히메현","2015-12-17","110","불검출","불검출","적합"
"27","냉장갈치","와카야마현","2015-12-17","48","불검출","불검출","적합"
"28","냉장갈치","효고현","2015-12-17","224","불검출","불검출","적합"
"29","활꼬막 새꼬막
(
)","후쿠오카현","2015-12-17","3,273","불검출","불검출","적합"
