"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"16","냉동다랑어
(
눈다랑어목살횟감
,
,
)","태평양","2015-12-16","4,520","불검출","불검출","적합"
"17","냉동다랑어
(
눈다랑어 횟감
,F,
)","태평양","2015-12-16","3,620","불검출","불검출","적합"
"18","활돔 강담돔
(
)","에히메현","2015-12-16","214","불검출","불검출","적합"
"19","활방어","에히메현","2015-12-16","816","불검출","불검출","적합"
"20","냉장명태","홋카이도","2015-12-16","9,455","불검출","불검출","적합"
"21","냉장갈치","와카야마현","2015-12-16","3,592","불검출","불검출","적합"
"22","냉장돔 참돔(
)","후쿠오카현","2015-12-16","100","불검출","불검출","적합"
"23","냉장홍어","홋카이도","2015-12-16","1,182","불검출","불검출","적합"
"24","냉장홍어","홋카이도","2015-12-16","2,553","불검출","불검출","적합"
"25","활우렁쉥이","홋카이도","2015-12-16","7,928","불검출","불검출","적합"
"26","냉장명태","홋카이도","2015-12-16","4,000","불검출","불검출","적합"
"27","냉장명태","홋카이도","2015-12-16","4,000","불검출","불검출","적합"
"28","냉장갈치","오이타현","2015-12-16","1,360","불검출","불검출","적합"
"29","냉장갈치","야마구치현","2015-12-16","765","불검출","불검출","적합"
"30","냉장홍어","홋카이도","2015-12-16","466","불검출","불검출","적합"
"31","냉장갈치","오이타현","2015-12-16","935","불검출","불검출","적합"
"32","냉장명태","홋카이도","2015-12-16","5,000","불검출","불검출","적합"
